Objekt blokace;Adresa internetové stránky;Název aplikace;Identifikátor aplikace;Jedineèný identifikátor platebního úètu;Dùvody zápisu na Seznam;Datum zápisu a zveøejnìní na Seznamu ;Datum výmazu a zveøejnìní na Seznamu
Internetová stránka;slotspalace-2670.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;slotspalace-7252.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;dollycasino5.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;dollycasino102.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;dollycasino103.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;flush.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;ohmyspins6.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;ohmyspins8.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;ohmyspins9.com;;;;§ 84a odst. 2 písm. a) ZHH;10.06.2024;
Internetová stránka;burancasino10.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino5.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino11.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino13.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino14.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino15.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino16.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino101.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;burancasino102.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;bizzocasino2.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;kasinocz.com;;;;§ 84a odst. 2 písm. b) ZHH;17.06.2024;
Internetová stránka;needforspin06.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;needforspin04.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;needforspin08.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;needforspin10.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;1zencasino1.com;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;hugocasino3.net;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;hugocasino1.net;;;;§ 84a odst. 2 písm. a) ZHH;17.06.2024;
Internetová stránka;soceskekasino.com;;;;§ 84a odst. 2 písm. b) ZHH;24.06.2024;
Internetová stránka;efkimjy26nmb.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;qsklmm-seo.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;dc4l1dbe6imst.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbetvn1.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbet.com.mx;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbet-300.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbet-345.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbet-347.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbet-349.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;mostbetin1.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;k1xdqvrgzfmb.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;1zzu9epciimb.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;6h6oag2wtzmb.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;z7zn8i9zujmb.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh1.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh2.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh3.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh4.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh5.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh6.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh7.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh8.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh9.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;fresh10.casino;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;freshcasino1396.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;freshcasino3000.com;;;;§ 84a odst. 2 písm. a) ZHH;24.06.2024;
Internetová stránka;playsafecz.com;;;;§ 84a odst. 2 písm. b) ZHH;01.07.2024;
Internetová stránka;31bet.com;;;;§ 84a odst. 2 písm. a) ZHH;01.07.2024;
Internetová stránka;slothbet.com;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;megapari.com.co;;;;§ 84a odst. 2 písm. a) ZHH;08.07.2024;
Internetová stránka;mp305638.top;;;;§ 84a odst. 2 písm. a) ZHH;08.07.2024;
Internetová stránka;mostbet1.cz;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;1mostbetcz.com;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;mostbet-cz.cz;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;mostbet-czech.com;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;mostbet-cz-bonus.com;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka; mostbet-cesko.cz;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;mostbet-mostbet.com;;;;§ 84a odst. 2 písm. b) ZHH;08.07.2024;
Internetová stránka;alfcasino-0101.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;anygamble.com;;;;§ 84a odst. 2 písm. b) ZHH;17.07.2024;
Internetová stránka;spinsbro.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;spinsbro1.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;spinsbro2.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;spinsbro4.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;spinsbro5.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;spinsbro6.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;spinsbro7.com;;;;§ 84a odst. 2 písm. a) ZHH;17.07.2024;
Internetová stránka;czechia-bonusesfinder.com;;;;§ 84a odst. 2 písm. b) ZHH;22.07.2024;
Internetová stránka;kajot-casino-prime.com;;;;§ 84a odst. 2 písm. a) ZHH;22.07.2024;
Internetová stránka;hrajnow.com;;;;§ 84a odst. 2 písm. a) ZHH;22.07.2024;
Internetová stránka;spinrollz3.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;spinrollz.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;spinrollz100.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;playio4.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;playio.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;playio2.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;playio100.com;;;;§ 84a odst. 2 písm. a) ZHH;29.07.2024;
Internetová stránka;p0wbet-0102.com;;;;§ 84a odst. 2 písm. a) ZHH;05.08.2024;
Internetová stránka;mrpacho-1122.com;;;;§ 84a odst. 2 písm. a) ZHH;05.08.2024;
